0.000000	13.900721	-0.226858	0.121599	13.390578	-0.383827	0.105268
0.050000	13.896216	-0.219621	0.150603	13.404489	-0.417997	0.152290
0.100000	13.914371	-0.237159	0.127056	13.401079	-0.415974	0.114126
0.150000	13.938699	-0.200345	0.044073	13.394255	-0.399115	0.118177
0.200000	13.970476	-0.210321	0.071994	13.407195	-0.380446	0.104108
0.250000	13.946637	-0.192494	0.039038	13.416892	-0.389372	0.111649
0.300000	13.943518	-0.203267	0.057044	13.430089	-0.419655	0.145402
0.350000	13.979460	-0.243982	0.094909	13.443720	-0.400193	0.119596
0.400000	13.963431	-0.233401	0.074551	13.456949	-0.415434	0.140169
0.450000	13.980366	-0.199189	0.051981	13.462915	-0.419432	0.122975
0.500000	13.972230	-0.192474	0.072793	13.423217	-0.389163	0.126234
0.550000	13.957538	-0.171103	0.079641	13.478158	-0.413878	0.141996
0.600000	13.967177	-0.187021	0.073329	13.466082	-0.360711	0.133520
0.650000	13.954387	-0.197375	0.068467	13.469607	-0.391021	0.157946
0.700000	13.912500	-0.162956	0.100781	13.459404	-0.393293	0.153642
0.750000	13.951180	-0.171014	0.049899	13.489112	-0.372185	0.161787
0.800000	13.925586	-0.150888	0.080648	13.485620	-0.383264	0.175268
0.850000	13.923809	-0.164408	0.066697	13.476348	-0.400748	0.197442
0.900000	13.911953	-0.121080	0.042744	13.470627	-0.425568	0.172473
0.950000	13.913992	-0.117882	0.029429	13.463852	-0.426612	0.172950
1.000000	13.931254	-0.120190	0.008360	13.447395	-0.390976	0.151199
1.050000	13.931764	-0.147123	-0.003038	13.463632	-0.406746	0.213327
1.100000	13.898466	-0.137379	0.019240	13.450830	-0.401951	0.187576
1.150000	13.926699	-0.137887	0.072884	13.435434	-0.422527	0.180073
1.200000	13.903963	-0.160472	0.077956	13.455678	-0.396297	0.187297
1.250000	13.879349	-0.175805	0.043385	13.459901	-0.401819	0.188592
1.300000	13.887279	-0.177708	0.054573	13.430053	-0.385687	0.195972
1.350000	13.909692	-0.149045	0.088254	13.472062	-0.425311	0.222508
1.400000	13.883859	-0.149679	0.089571	13.440553	-0.377367	0.188633
1.450000	13.925426	-0.188317	0.200771	13.456384	-0.403945	0.203860
