0.000000	8.862427	-1.143493	-0.920420	9.283592	-0.617992	-1.331254
0.050000	8.647600	-1.108700	-1.008280	9.230755	-0.556442	-1.508901
0.100000	8.611907	-1.142198	-0.915209	9.083993	-0.668360	-1.458057
0.150000	8.663696	-1.170032	-0.836512	9.147439	-0.604986	-1.433391
0.200000	8.579518	-1.171691	-0.848768	9.083448	-1.047690	-1.512704
0.250000	8.534974	-1.098945	-0.738520	8.932648	-0.772106	-1.360002
0.300000	8.579125	-1.127560	-0.746422	8.762821	-0.891614	-1.341031
0.350000	8.545326	-1.161681	-0.852129	8.954317	-1.119149	-1.771756
0.400000	8.587672	-1.067298	-0.847285	9.000638	-1.075324	-1.781200
0.450000	8.593185	-1.079186	-0.909828	8.918768	-0.989710	-1.712536
0.500000	8.535877	-1.110136	-0.881014	8.958971	-1.187650	-1.986794
0.550000	8.517338	-0.785525	-0.867872	9.060526	-1.514730	-2.034691
0.600000	8.457254	-1.000731	-1.009915	8.977105	-1.397729	-2.037392
0.650000	8.447111	-0.778582	-1.015419	8.956020	-1.440449	-2.031396
0.700000	8.446771	-1.052563	-1.102250	8.893963	-1.359926	-1.990935
0.750000	8.357242	-1.156811	-1.115996	8.855317	-1.525569	-2.145583
0.800000	8.304261	-1.238176	-1.233377	8.910308	-1.427846	-1.949465
0.850000	8.272524	-1.126224	-0.971385	8.735856	-1.487934	-2.101563
0.900000	8.402047	-0.679257	-0.611674	8.922462	-1.377667	-2.113480
0.950000	8.490814	-0.595693	-0.677385	8.917850	-1.371936	-2.093033
1.000000	8.630385	-0.560223	-0.723791	8.889074	-1.397678	-2.154797
1.050000	8.715941	-0.752957	-1.038301	8.889844	-1.402702	-2.196686
1.100000	8.661064	-1.004419	-1.294155	8.961709	-1.421241	-2.086711
1.150000	8.621271	-0.957585	-1.195352	8.780076	-1.496615	-2.164961
1.200000	8.630684	-1.252184	-1.098195	8.770327	-1.559491	-2.131605
1.250000	8.704962	-1.429236	-1.090992	8.782441	-1.453656	-2.049315
1.300000	8.625412	-1.243156	-0.880526	8.822642	-1.502341	-2.094527
1.350000	8.557501	-1.309621	-0.754581	9.068986	-1.332568	-1.957910
1.400000	8.502608	-1.150458	-0.781680	9.058220	-1.533345	-1.951203
1.450000	8.725278	-1.135764	-0.676642	9.051334	-1.494653	-1.868371
1.500000	8.897746	-0.951034	-0.681811	8.991266	-1.491397	-1.859057
1.550000	8.836294	-1.068167	-0.707155	8.925116	-1.556589	-1.850133
1.600000	8.795967	-1.052234	-0.850267	9.004704	-1.606964	-1.928238
1.650000	8.719565	-0.914565	-0.740778	8.823248	-1.774918	-2.071109
1.700000	8.661106	-1.002234	-0.706348	8.806021	-1.686507	-2.162399
1.750000	8.759126	-1.272643	-0.959959	8.697123	-1.721986	-2.257027
1.800000	8.735410	-1.248001	-0.934578	8.759754	-1.586380	-2.204700
1.850000	8.663668	-1.151541	-0.845625	8.771378	-1.646387	-2.281440
1.900000	8.662389	-1.041601	-0.811830	8.764471	-1.664223	-2.262783
1.950000	8.646733	-1.078702	-0.766362	8.717173	-1.780263	-2.469693
2.000000	8.700625	-0.854161	-0.700455	8.866559	-1.749162	-2.451514
2.050000	8.938264	-0.450582	-0.765598	8.934568	-1.771316	-2.088991
2.100000	8.972883	-0.378837	-0.960281	9.049963	-1.644442	-1.868402
2.150000	8.758513	-0.514918	-1.238489	9.164087	-1.725245	-1.788910
2.200000	8.830521	-0.435397	-1.118502	9.074186	-1.687805	-2.014346
2.250000	9.019821	-0.292705	-1.246507	8.793774	-1.632340	-2.062292
2.300000	8.983947	-0.058845	-1.399161	8.572090	-1.591084	-2.355196
2.350000	8.897227	0.073244	-1.304622	8.822833	-1.620274	-2.239661
2.400000	8.824710	0.004345	-1.270469	8.911307	-1.822573	-2.402100
2.450000	8.883739	0.084839	-1.338661	8.618957	-1.807422	-2.112145
2.500000	8.843904	0.079095	-1.310878	8.437957	-1.879232	-2.141938
2.550000	8.820096	-0.028728	-1.322016	8.339798	-1.565388	-1.733509
2.600000	8.824824	-0.149689	-1.224568	8.350770	-1.758123	-1.582873
2.650000	8.947041	-0.263018	-1.317724	8.520321	-1.920375	-1.434769
2.700000	8.918988	-0.308956	-1.372444	8.520671	-1.925270	-1.449892
2.750000	8.889795	-0.266939	-1.446205	8.405083	-2.200796	-1.575335
2.800000	8.858203	-0.270260	-1.461993	8.309593	-2.023029	-1.115260
2.850000	8.901636	-0.303685	-1.408330	8.388200	-2.153554	-1.142458
2.900000	8.803262	-0.234347	-1.515145	8.151967	-1.845612	-0.878032
2.950000	8.830842	-0.249335	-1.473401	8.190746	-1.631397	-0.390285
3.000000	8.784264	-0.210764	-1.459922	8.432015	-2.172864	-0.460698
3.050000	8.858592	-0.237654	-1.639062	8.707451	-1.825219	-0.414241
3.100000	8.875885	-0.242943	-1.631558	8.596030	-1.657103	-0.375908
3.150000	9.089075	-0.235346	-1.596669	8.636095	-1.660016	-0.347038
