0.000000	13.900721	-0.226429	0.122395
0.050000	13.896216	-0.219091	0.151373
0.100000	13.914371	-0.236712	0.127888
0.150000	13.938699	-0.200189	0.044776
0.200000	13.970476	-0.210067	0.072732
0.250000	13.946637	-0.192356	0.039713
0.300000	13.943518	-0.203065	0.057757
0.350000	13.979460	-0.243647	0.095765
0.400000	13.963431	-0.233138	0.075370
0.450000	13.980366	-0.199006	0.052680
0.500000	13.972230	-0.192217	0.073469
0.550000	13.957538	-0.170823	0.080241
0.600000	13.967177	-0.186762	0.073986
0.650000	13.954387	-0.197134	0.069160
0.700000	13.912500	-0.162601	0.101352
0.750000	13.951180	-0.170838	0.050499
0.800000	13.925586	-0.150604	0.081177
0.850000	13.923809	-0.164173	0.067274
0.900000	13.911953	-0.120929	0.043169
0.950000	13.913992	-0.117778	0.029843
1.000000	13.931254	-0.120160	0.008782
1.050000	13.931764	-0.147133	-0.002521
1.100000	13.898466	-0.137311	0.019722
1.150000	13.926699	-0.137630	0.073367
1.200000	13.903963	-0.160198	0.078519
1.250000	13.879349	-0.175652	0.044002
1.300000	13.887279	-0.177515	0.055197
1.350000	13.909692	-0.148734	0.088777
1.400000	13.883859	-0.149363	0.090096
1.450000	13.925426	-0.187611	0.201431
1.500000	13.929406	-0.153999	0.154332
1.550000	13.916318	-0.129068	0.139465
1.600000	13.934610	-0.192256	0.179016
1.650000	13.944821	-0.140295	0.117407
1.700000	13.880164	-0.096816	0.122801
1.750000	13.897846	-0.122536	0.115672
1.800000	13.912924	-0.125569	0.123098
1.850000	13.934197	-0.122294	0.113785
1.900000	13.947810	-0.177990	0.178989
1.950000	13.921472	-0.111649	0.134992
2.000000	13.920115	-0.148554	0.135021
2.050000	13.917898	-0.121250	0.104660
2.100000	13.937223	-0.114576	0.115656
2.150000	13.899703	-0.075185	0.117773
2.200000	13.902493	-0.081702	0.095605
2.250000	13.921139	-0.098575	0.090507
2.300000	13.940881	-0.132052	0.077898
2.350000	13.919927	-0.101053	0.040333
2.400000	13.934852	-0.114840	0.052280
2.450000	13.911280	-0.121034	0.069931
2.500000	13.912414	-0.118968	0.069967
2.550000	13.893499	-0.111561	0.086335
2.600000	13.906303	-0.131980	0.083048
2.650000	13.921579	-0.106078	0.045026
2.700000	13.931943	-0.113660	0.075877
2.750000	13.930200	-0.115186	0.064202
2.800000	13.946179	-0.113575	0.085162
2.850000	13.968951	-0.169635	0.114785
2.900000	13.937217	-0.127831	0.105017
2.950000	13.928548	-0.110161	0.059509
3.000000	13.957104	-0.116695	0.074422
3.050000	13.928270	-0.119137	0.119253
3.100000	13.934433	-0.118245	0.105607
3.150000	13.936200	-0.131186	0.098231
3.200000	13.932267	-0.146617	0.104403
3.250000	13.922848	-0.156207	0.102779
3.300000	13.934938	-0.158473	0.083665
3.350000	13.904440	-0.182400	0.102525
3.400000	13.932430	-0.173281	0.086450
3.450000	13.930094	-0.151315	0.057518
3.500000	13.911524	-0.150844	0.075217
3.550000	13.937315	-0.175513	0.061030
3.600000	13.956584	-0.116232	0.064446
3.650000	13.974652	-0.123589	0.071515
3.700000	13.978873	-0.153158	0.091642
3.750000	13.955014	-0.161468	0.085819
3.800000	13.967996	-0.178972	0.064280
3.850000	13.982001	-0.213237	0.122105
3.900000	13.978970	-0.190654	0.079872
3.950000	13.966419	-0.180162	0.104405
4.000000	13.962346	-0.190023	0.104160
4.050000	13.964058	-0.187286	0.124246
4.100000	13.939370	-0.213081	0.144387
4.150000	13.942614	-0.183778	0.135553
4.200000	13.922474	-0.174801	0.177119
4.250000	13.924645	-0.186916	0.186467
4.300000	13.931456	-0.215009	0.194832
4.350000	13.919898	-0.260810	0.178274
4.400000	13.918490	-0.231854	0.181362
4.450000	13.918522	-0.216252	0.210487
4.500000	13.913246	-0.245637	0.211069
4.550000	13.903671	-0.272609	0.208646
4.600000	13.917436	-0.237066	0.204565
4.650000	13.904192	-0.273072	0.218622
4.700000	13.928616	-0.297228	0.217896
4.750000	13.911447	-0.248298	0.189320
4.800000	13.903237	-0.272223	0.200333
4.850000	13.900268	-0.278806	0.208536
4.900000	13.906326	-0.260302	0.190701
4.950000	13.911960	-0.268643	0.183337
5.000000	13.916107	-0.238255	0.161140
5.050000	13.929382	-0.294132	0.171220
5.100000	13.944856	-0.262478	0.181905
5.150000	13.940731	-0.260219	0.182225
5.200000	13.939695	-0.246038	0.172913
5.250000	13.950996	-0.294234	0.190135
5.300000	13.949974	-0.257102	0.175204
5.350000	13.940633	-0.276466	0.191501
5.400000	13.947492	-0.313120	0.226197
5.450000	13.957116	-0.395567	0.255283
5.500000	13.913927	-0.359877	0.262536
5.550000	13.892629	-0.348685	0.290899
5.600000	13.885357	-0.322553	0.255736
5.650000	13.864827	-0.345193	0.272464
5.700000	13.865422	-0.325128	0.259999
5.750000	13.846201	-0.302300	0.250367
5.800000	13.886997	-0.306973	0.236325
5.850000	13.879922	-0.328832	0.247375
5.900000	13.884728	-0.311104	0.236251
5.950000	13.866864	-0.305113	0.224096
6.000000	13.877558	-0.342583	0.261896
6.050000	13.862069	-0.306517	0.224282
6.100000	13.862584	-0.320235	0.223618
6.150000	13.856654	-0.323705	0.223767
6.200000	13.865846	-0.308468	0.217311
6.250000	13.868867	-0.314005	0.208543
6.300000	13.874611	-0.326705	0.216007
6.350000	13.857043	-0.389386	0.275832
6.400000	13.867332	-0.347198	0.232143
6.450000	13.867701	-0.358415	0.246640
6.500000	13.849942	-0.370036	0.238674
6.550000	13.861441	-0.342183	0.207622
6.600000	13.863746	-0.326009	0.209924
6.650000	13.906982	-0.424002	0.226508
6.700000	13.879744	-0.389048	0.236236
6.750000	13.881647	-0.377258	0.194915
6.800000	13.891393	-0.346882	0.227560
6.850000	13.891775	-0.335148	0.236438
6.900000	13.879197	-0.327003	0.242485
6.950000	13.863695	-0.340631	0.277747
7.000000	13.872852	-0.337437	0.269064
7.050000	13.868687	-0.306733	0.259011
7.100000	13.872803	-0.308503	0.307165
7.150000	13.951939	-0.280849	0.316012
7.200000	13.951659	-0.316824	0.306003
7.250000	13.947883	-0.351802	0.348016
7.300000	13.938676	-0.353061	0.325048
7.350000	13.918152	-0.382818	0.287982
7.400000	13.915023	-0.356110	0.319459
7.450000	13.906144	-0.340142	0.300614
7.500000	13.879316	-0.311479	0.273273
7.550000	13.887420	-0.313496	0.287792
7.600000	13.921482	-0.343406	0.313028
7.650000	13.911524	-0.371926	0.333944
7.700000	13.887902	-0.322444	0.322437
7.750000	13.860667	-0.291048	0.305268
7.800000	13.885764	-0.304913	0.309997
7.850000	13.838702	-0.287078	0.306599
7.900000	13.868055	-0.281540	0.298640
7.950000	13.843848	-0.289541	0.286167
8.000000	13.828309	-0.278283	0.284160
8.050000	13.845833	-0.307640	0.335345
8.100000	13.842469	-0.315538	0.278350
8.150000	13.834608	-0.296216	0.266291
8.200000	13.829969	-0.317167	0.302317
8.250000	13.829202	-0.293522	0.281735
8.300000	13.832189	-0.304474	0.276058
8.350000	13.827810	-0.288728	0.282030
8.400000	13.811457	-0.282192	0.268151
8.450000	13.783969	-0.284424	0.259458
8.500000	13.800597	-0.268241	0.272707
8.550000	13.803996	-0.312227	0.297220
8.600000	13.791761	-0.274090	0.269555
8.650000	13.766611	-0.291660	0.295114
8.700000	13.784379	-0.270343	0.286822
8.750000	13.776040	-0.272374	0.280480
8.800000	13.777854	-0.293877	0.299436
8.850000	13.770365	-0.289330	0.274977
8.900000	13.775537	-0.289447	0.273031
8.950000	13.747529	-0.281030	0.286579
9.000000	13.748172	-0.279713	0.268229
